Date,Open,High,Low,Close,Adj Close,Volume,Monthly Return,Cumul Monthly Returns
1989-01-31,309.2099914550781,309.2099914550781,309.2099914550781,309.2099914550781,309.2099914550781,0,,
1989-02-28,301.510009765625,301.510009765625,301.510009765625,301.510009765625,301.510009765625,0,-0.024902111517220438,0.9750978884827796
1989-03-31,308.5400085449219,308.5400085449219,308.5400085449219,308.5400085449219,308.5400085449219,0,0.023315971449045847,0.9978332430106689
1989-04-30,324.55999755859375,324.55999755859375,324.55999755859375,324.55999755859375,324.55999755859375,0,0.05192191796850687,1.049642658800518
1989-05-31,337.69000244140625,337.69000244140625,337.69000244140625,337.69000244140625,337.69000244140625,0,0.04045478488285381,1.0921057267661598
1989-06-30,335.7799987792969,335.7799987792969,335.7799987792969,335.7799987792969,335.7799987792969,0,-0.00565608590216049,1.085928682961329
1989-07-31,366.1000061035156,366.1000061035156,366.1000061035156,366.1000061035156,366.1000061035156,0,0.09029724055764143,1.183985046475131
1989-08-31,373.25,373.25,373.25,373.25,373.25,0,0.01953016601278801,1.2071084709894488
1989-09-30,371.739990234375,371.739990234375,371.739990234375,371.739990234375,371.739990234375,0,-0.004045572044541146,1.2022250267044852
1989-10-31,363.1099853515625,363.1099853515625,363.1099853515625,363.1099853515625,363.1099853515625,0,-0.02321516411880098,1.1743151754018106
1989-11-30,370.510009765625,370.510009765625,370.510009765625,370.510009765625,370.510009765625,0,0.02037956738341351,1.1982472106482769
1989-12-31,379.4100036621094,379.4100036621094,379.4100036621094,379.4100036621094,379.4100036621094,0,0.024020926997665448,1.2270302194204155
1990-01-31,353.94000244140625,353.94000244140625,353.94000244140625,353.94000244140625,353.94000244140625,0,-0.06713054736265178,1.1446590091602082
1990-02-28,358.5,358.5,358.5,358.5,358.5,0,0.01288353259631525,1.1594062608163898
1990-03-31,368.0,368.0,368.0,368.0,368.0,0,0.02649930264993028,1.1901297182159873
1990-04-30,358.82000732421875,358.82000732421875,358.82000732421875,358.82000732421875,358.82000732421875,0,-0.024945632271144658,1.1604411799104104
1990-05-31,393.79998779296875,393.79998779296875,393.79998779296875,393.79998779296875,393.79998779296875,0,0.09748614836057112,1.273568120938873
1990-06-30,391.1400146484375,391.1400146484375,391.1400146484375,391.1400146484375,391.1400146484375,0,-0.0067546298298253316,1.2649656397188647
1990-07-31,389.8900146484375,389.8900146484375,389.8900146484375,389.8900146484375,389.8900146484375,0,-0.0031957865551637266,1.260923079534707
1990-08-31,354.6499938964844,354.6499938964844,354.6499938964844,354.6499938964844,354.6499938964844,0,-0.09038451724322549,1.1469551557101214
1990-09-30,337.3900146484375,337.3900146484375,337.3900146484375,337.3900146484375,337.3900146484375,0,-0.048667642873510775,1.0911355518000894
1990-10-31,335.95001220703125,335.95001220703125,335.95001220703125,335.95001220703125,335.95001220703125,0,-0.004268064788185089,1.0864785145723146
1990-11-30,357.6700134277344,357.6700134277344,357.6700134277344,357.6700134277344,357.6700134277344,0,0.06465247933171092,1.1567220442800492
1990-12-31,367.6300048828125,367.6300048828125,367.6300048828125,367.6300048828125,367.6300048828125,0,0.02784687304263067,1.188933136192728
1991-01-31,383.6400146484375,383.6400146484375,383.6400146484375,383.6400146484375,383.6400146484375,0,0.04354924666915694,1.2407102786139195
1991-02-28,411.0799865722656,411.0799865722656,411.0799865722656,411.0799865722656,411.0799865722656,0,0.07152531247026905,1.3294524689768545
1991-03-31,421.0299987792969,421.0299987792969,421.0299987792969,421.0299987792969,421.0299987792969,0,0.024204564882854163,1.3616312875208754
1991-04-30,422.0299987792969,422.0299987792969,422.0299987792969,422.0299987792969,422.0299987792969,0,0.002375127669998145,1.3648653356682015
1991-05-31,440.239990234375,440.239990234375,440.239990234375,440.239990234375,440.239990234375,0,0.04314857120998439,1.42375732479632
1991-06-30,420.07000732421875,420.07000732421875,420.07000732421875,420.07000732421875,420.07000732421875,0,-0.04581588078679122,1.3585266289341311
1991-07-31,439.6499938964844,439.6499938964844,439.6499938964844,439.6499938964844,439.6499938964844,0,0.04661124629436686,1.4218492482328358
1991-08-31,450.05999755859375,450.05999755859375,450.05999755859375,450.05999755859375,450.05999755859375,0,0.023677934280968982,1.455515701289938
1991-09-30,442.5299987792969,442.5299987792969,442.5299987792969,442.5299987792969,442.5299987792969,0,-0.016731099898111945,1.4311633226883855
1991-10-31,448.4800109863281,448.4800109863281,448.4800109863281,448.4800109863281,448.4800109863281,0,0.013445443751709751,1.4504059486431022
1991-11-30,430.4100036621094,430.4100036621094,430.4100036621094,430.4100036621094,430.4100036621094,0,-0.04029166714582877,1.3919666749340442
1991-12-31,479.6300048828125,479.6300048828125,479.6300048828125,479.6300048828125,479.6300048828125,0,0.1143560809505324,1.5511465286932453
1992-01-31,470.70001220703125,470.70001220703125,470.70001220703125,470.70001220703125,470.70001220703125,0,-0.01861850298119505,1.5222665024244997
1992-02-29,476.7900085449219,476.7900085449219,476.7900085449219,476.7900085449219,476.7900085449219,0,0.012938169067248761,1.5419618437982774
1992-03-31,467.5199890136719,467.5199890136719,467.5199890136719,467.5199890136719,467.5199890136719,0,-0.019442562480578074,1.511982154307562
1992-04-30,481.25,481.25,481.25,481.25,481.25,0,0.029367751773126116,1.556385670900663
1992-05-31,483.6000061035156,483.6000061035156,483.6000061035156,483.6000061035156,483.6000061035156,0,0.004883129565746769,1.5639857037859426
1992-06-30,476.4100036621094,476.4100036621094,476.4100036621094,476.4100036621094,476.4100036621094,0,-0.01486766408325313,1.540732889711043
1992-07-31,495.8699951171875,495.8699951171875,495.8699951171875,495.8699951171875,495.8699951171875,0,0.040847151204826515,1.6036674390233194
1992-08-31,485.7200012207031,485.7200012207031,485.7200012207031,485.7200012207031,485.7200012207031,0,-0.02046906244868807,1.5708418700670235
1992-09-30,491.42999267578125,491.42999267578125,491.42999267578125,491.42999267578125,491.42999267578125,0,0.011755726428246405,1.5893082573535664
1992-10-31,493.1300048828125,493.1300048828125,493.1300048828125,493.1300048828125,493.1300048828125,0,0.003459317160873443,1.5948061786821475
1992-11-30,509.9200134277344,509.9200134277344,509.9200134277344,509.9200134277344,509.9200134277344,0,0.03404783399645672,1.6491058747104408
1992-12-31,516.1799926757812,516.1799926757812,516.1799926757812,516.1799926757812,516.1799926757812,0,0.012276394499534549,1.6693509489998861
1993-01-31,520.489990234375,520.489990234375,520.489990234375,520.489990234375,520.489990234375,0,0.008349795845924879,1.6832896886192361
1993-02-28,527.5900268554688,527.5900268554688,527.5900268554688,527.5900268554688,527.5900268554688,0,0.013641062756839295,1.7062515488996315
1993-03-31,538.719970703125,538.719970703125,538.719970703125,538.719970703125,538.719970703125,0,0.02109581925570647,1.7422463231799874
1993-04-30,525.7000122070312,525.7000122070312,525.7000122070312,525.7000122070312,525.7000122070312,0,-0.02416832344102704,1.7001391505274333
1993-05-31,539.760009765625,539.760009765625,539.760009765625,539.760009765625,539.760009765625,0,0.026745286726485018,1.7456098595832121
1993-06-30,541.3400268554688,541.3400268554688,541.3400268554688,541.3400268554688,541.3400268554688,0,0.002927258524635379,1.7507197109253647
1993-07-31,539.1599731445312,539.1599731445312,539.1599731445312,539.1599731445312,539.1599731445312,0,-0.004027143020627899,1.7436693122604359
1993-08-31,559.6199951171875,559.6199951171875,559.6199951171875,559.6199951171875,559.6199951171875,0,0.0379479616287679,1.809838008415355
1993-09-30,555.3300170898438,555.3300170898438,555.3300170898438,555.3300170898438,555.3300170898438,0,-0.007665876960749829,1.7959640129239542
1993-10-31,566.8200073242188,566.8200073242188,566.8200073242188,566.8200073242188,566.8200073242188,0,0.02069038208052798,1.8331231945542292
1993-11-30,561.4099731445312,561.4099731445312,561.4099731445312,561.4099731445312,561.4099731445312,0,-0.009544536378005786,1.8156268835384402
1993-12-31,568.2000122070312,568.2000122070312,568.2000122070312,568.2000122070312,568.2000122070312,0,0.012094617814621511,1.8375861967887899
1994-01-31,587.52001953125,587.52001953125,587.52001953125,587.52001953125,587.52001953125,0,0.03400212409213976,1.9000680306820055
1994-02-28,571.5700073242188,571.5700073242188,571.5700073242188,571.5700073242188,571.5700073242188,0,-0.027148031857292088,1.8484849232540281
1994-03-31,546.6500244140625,546.6500244140625,546.6500244140625,546.6500244140625,546.6500244140625,0,-0.043599178737208644,1.7678924986920403
1994-04-30,553.6599731445312,553.6599731445312,553.6599731445312,553.6599731445312,553.6599731445312,0,0.012823467332654825,1.7905630103966632
1994-05-31,562.75,562.75,562.75,562.75,562.75,0,0.016418067580073803,1.819960594907736
1994-06-30,548.9600219726562,548.9600219726562,548.9600219726562,548.9600219726562,548.9600219726562,0,-0.02450462554836741,1.775363142016738
1994-07-31,566.97998046875,566.97998046875,566.97998046875,566.97998046875,566.97998046875,0,0.03282562987253623,1.8336405554059223
1994-08-31,590.22998046875,590.22998046875,590.22998046875,590.22998046875,590.22998046875,0,0.04100673886365103,1.908832174831253
1994-09-30,575.7999877929688,575.7999877929688,575.7999877929688,575.7999877929688,575.7999877929688,0,-0.02444808490466921,1.862164883752214
1994-10-31,588.72998046875,588.72998046875,588.72998046875,588.72998046875,588.72998046875,0,0.022455701545499585,1.9039811026102635
1994-11-30,567.2899780273438,567.2899780273438,567.2899780273438,567.2899780273438,567.2899780273438,0,-0.03641737834437375,1.8346431024359677
1994-12-31,575.7100219726562,575.7100219726562,575.7100219726562,575.7100219726562,575.7100219726562,0,0.01484257482318263,1.8618739299577094
1995-01-31,590.6400146484375,590.6400146484375,590.6400146484375,590.6400146484375,590.6400146484375,0,0.025933181820639417,1.910158245110411
1995-02-28,613.6500244140625,613.6500244140625,613.6500244140625,613.6500244140625,613.6500244140625,0,0.038957756323572346,1.9845737245628852
1995-03-31,631.760009765625,631.760009765625,631.760009765625,631.760009765625,631.760009765625,0,0.02951191172664691,2.043142289137208
1995-04-30,650.3599853515625,650.3599853515625,650.3599853515625,650.3599853515625,650.3599853515625,0,0.029441520986486447,2.103295505721219
1995-05-31,676.3599853515625,676.3599853515625,676.3599853515625,676.3599853515625,676.3599853515625,0,0.03997785931732145,2.187380757551696
1995-06-30,692.0700073242188,692.0700073242188,692.0700073242188,692.0700073242188,692.0700073242188,0,0.023227308405139313,2.2381877250068167
1995-07-31,715.02001953125,715.02001953125,715.02001953125,715.02001953125,715.02001953125,0,0.03316140269647572,2.3124091694660764
1995-08-31,716.8200073242188,716.8200073242188,716.8200073242188,716.8200073242188,716.8200073242188,0,0.002517394959303143,2.3182304166531367
1995-09-30,747.0700073242188,747.0700073242188,747.0700073242188,747.0700073242188,747.0700073242188,0,0.04220027299868301,2.4160603731097496
1995-10-31,744.4000244140625,744.4000244140625,744.4000244140625,744.4000244140625,744.4000244140625,0,-0.003573939368439305,2.4074255198257664
1995-11-30,777.0700073242188,777.0700073242188,777.0700073242188,777.0700073242188,777.0700073242188,0,0.04388767039048891,2.513081817529531
1995-12-31,792.0399780273438,792.0399780273438,792.0399780273438,792.0399780273438,792.0399780273438,0,0.019264635826922394,2.5614954235474974
1996-01-31,819.0,819.0,819.0,819.0,819.0,0,0.03403871360105204,2.648685432660036
1996-02-29,826.5900268554688,826.5900268554688,826.5900268554688,826.5900268554688,826.5900268554688,0,0.009267432057959324,2.67323194495012
1996-03-31,834.5499877929688,834.5499877929688,834.5499877929688,834.5499877929688,834.5499877929688,0,0.00962987778570401,2.6989748418728294
1996-04-30,846.8499755859375,846.8499755859375,846.8499755859375,846.8499755859375,846.8499755859375,0,0.014738467405046585,2.7387535946068127
1996-05-31,868.6900024414062,868.6900024414062,868.6900024414062,868.6900024414062,868.6900024414062,0,0.025789723664286113,2.809385292996293
1996-06-30,872.010009765625,872.010009765625,872.010009765625,872.010009765625,872.010009765625,0,0.0038218551092887854,2.8201223565322913
1996-07-31,833.47998046875,833.47998046875,833.47998046875,833.47998046875,833.47998046875,0,-0.04418530620678418,2.695514386668314
1996-08-31,851.0599975585938,851.0599975585938,851.0599975585938,851.0599975585938,851.0599975585938,0,0.021092308755822353,2.7523690083676833
1996-09-30,898.969970703125,898.969970703125,898.969970703125,898.969970703125,898.969970703125,0,0.05629447193143711,2.907312168254195
1996-10-31,923.760009765625,923.760009765625,923.760009765625,923.760009765625,923.760009765625,0,0.027576047999813058,2.9874843481564133
1996-11-30,993.5800170898438,993.5800170898438,993.5800170898438,993.5800170898438,993.5800170898438,0,0.07558240948526596,3.213285613489594
1996-12-31,973.9000244140625,973.9000244140625,973.9000244140625,973.9000244140625,973.9000244140625,0,-0.01980715426767854,3.1496395696370936
1997-01-31,1034.739990234375,1034.739990234375,1034.739990234375,1034.739990234375,1034.739990234375,0,0.06247044285363512,3.3463989483816556
1997-02-28,1042.8499755859375,1042.8499755859375,1042.8499755859375,1042.8499755859375,1042.8499755859375,0,0.00783770360486935,3.3726270314827174
1997-03-31,1000.0,1000.0,1000.0,1000.0,1000.0,0,-0.041089300080638824,3.23404814732605
1997-04-30,1059.699951171875,1059.699951171875,1059.699951171875,1059.699951171875,1059.699951171875,0,0.05969995117187499,3.4271206638089082
1997-05-31,1124.219970703125,1124.219970703125,1124.219970703125,1124.219970703125,1124.219970703125,0,0.060885177412625335,3.635781513439388
1997-06-30,1174.5899658203125,1174.5899658203125,1174.5899658203125,1174.5899658203125,1174.5899658203125,0,0.04480439454005114,3.7986805028289505
1997-07-31,1268.050048828125,1268.050048828125,1268.050048828125,1268.050048828125,1268.050048828125,0,0.07956826273630013,4.100934911129305
1997-08-31,1197.010009765625,1197.010009765625,1197.010009765625,1197.010009765625,1197.010009765625,0,-0.05602305613106673,3.871188004413257
1997-09-30,1262.56005859375,1262.56005859375,1262.56005859375,1262.56005859375,1262.56005859375,0,0.05476148761776822,4.083180018382986
1997-10-31,1220.4000244140625,1220.4000244140625,1220.4000244140625,1220.4000244140625,1220.4000244140625,0,-0.0333924979589848,3.9468324379529647
1997-11-30,1276.8900146484375,1276.8900146484375,1276.8900146484375,1276.8900146484375,1276.8900146484375,0,0.046288093333574754,4.1295237862129115
1997-12-31,1298.8199462890625,1298.8199462890625,1298.8199462890625,1298.8199462890625,1298.8199462890625,0,0.017174487535375427,4.2004462410062615
1998-01-31,1313.18994140625,1313.18994140625,1313.18994140625,1313.18994140625,1313.18994140625,0,0.011063885458677314,4.246919497092087
1998-02-28,1407.9000244140625,1407.9000244140625,1407.9000244140625,1407.9000244140625,1407.9000244140625,0,0.07212215081878459,4.553216465576599
1998-03-31,1480.0,1480.0,1480.0,1480.0,1480.0,0,0.05121100528138989,4.7863912580425545
1998-04-30,1494.8900146484375,1494.8900146484375,1494.8900146484375,1494.8900146484375,1494.8900146484375,0,0.01006082070840364,4.834546282329991
1998-05-31,1469.18994140625,1469.18994140625,1469.18994140625,1469.18994140625,1469.18994140625,0,-0.017191949233958503,4.751431008074951
1998-06-30,1528.8699951171875,1528.8699951171875,1528.8699951171875,1528.8699951171875,1528.8699951171875,0,0.04062106064639548,4.944439175211127
1998-07-31,1512.5899658203125,1512.5899658203125,1512.5899658203125,1512.5899658203125,1512.5899658203125,0,-0.010648406567510094,4.891788776625155
1998-08-31,1293.9000244140625,1293.9000244140625,1293.9000244140625,1293.9000244140625,1293.9000244140625,0,-0.1445797911846185,4.18453497678143
1998-09-30,1376.7900390625,1376.7900390625,1376.7900390625,1376.7900390625,1376.7900390625,0,0.06406214783555164,4.452605275087039
1998-10-31,1488.780029296875,1488.780029296875,1488.780029296875,1488.780029296875,1488.780029296875,0,0.08134137163763366,4.814786295523581
1998-11-30,1579.02001953125,1579.02001953125,1579.02001953125,1579.02001953125,1579.02001953125,0,0.06061338039105335,5.106626768755783
1998-12-31,1670.010009765625,1670.010009765625,1670.010009765625,1670.010009765625,1670.010009765625,0,0.05762434238255354,5.400892778098479
1999-01-31,1739.8399658203125,1739.8399658203125,1739.8399658203125,1739.8399658203125,1739.8399658203125,0,0.041814094314613026,5.626726218105001
1999-02-28,1685.77001953125,1685.77001953125,1685.77001953125,1685.77001953125,1685.77001953125,0,-0.031077540090630795,5.45186140848284
1999-03-31,1753.2099609375,1753.2099609375,1753.2099609375,1753.2099609375,1753.2099609375,0,0.04000542222538894,5.6699654260434995
1999-04-30,1821.1099853515625,1821.1099853515625,1821.1099853515625,1821.1099853515625,1821.1099853515625,0,0.0387289748101558,5.889557374203193
1999-05-31,1778.0999755859375,1778.0999755859375,1778.0999755859375,1778.0999755859375,1778.0999755859375,0,-0.023617469626537657,5.750460931804198
1999-06-30,1876.780029296875,1876.780029296875,1876.780029296875,1876.780029296875,1876.780029296875,0,0.0554974720577337,6.069596976686091
1999-07-31,1818.1800537109375,1818.1800537109375,1818.1800537109375,1818.1800537109375,1818.1800537109375,0,-0.031223678146176548,5.880081834209038
1999-08-31,1809.18994140625,1809.18994140625,1809.18994140625,1809.18994140625,1809.18994140625,0,-0.004944566566077224,5.851007378165811
1999-09-30,1759.5899658203125,1759.5899658203125,1759.5899658203125,1759.5899658203125,1759.5899658203125,0,-0.02741557116296167,5.690598669014692
1999-10-31,1870.93994140625,1870.93994140625,1870.93994140625,1870.93994140625,1870.93994140625,0,0.0632817745889036,6.0507098512631945
1999-11-30,1908.969970703125,1908.969970703125,1908.969970703125,1908.969970703125,1908.969970703125,0,0.020326697001449734,6.173700797053509
1999-12-31,2021.4000244140625,2021.4000244140625,2021.4000244140625,2021.4000244140625,2021.4000244140625,0,0.05889566385872813,6.5373050039611345
2000-01-31,1919.8399658203125,1919.8399658203125,1919.8399658203125,1919.8399658203125,1919.8399658203125,0,-0.05024243463299105,6.208854884623692
2000-02-29,1883.5,1883.5,1883.5,1883.5,1883.5,0,-0.018928643255316957,6.091329685488618
2000-03-31,2067.760009765625,2067.760009765625,2067.760009765625,2067.760009765625,2067.760009765625,0,0.09782851593608966,6.687235428697417
2000-04-30,2005.550048828125,2005.550048828125,2005.550048828125,2005.550048828125,2005.550048828125,0,-0.03008567756591407,6.48604541978227
2000-05-31,1964.4000244140625,1964.4000244140625,1964.4000244140625,1964.4000244140625,1964.4000244140625,0,-0.020518074050611235,6.352964259563549
2000-06-30,2012.8299560546875,2012.8299560546875,2012.8299560546875,2012.8299560546875,2012.8299560546875,0,0.024653803216618586,6.50958899026104
2000-07-31,1981.3599853515625,1981.3599853515625,1981.3599853515625,1981.3599853515625,1981.3599853515625,0,-0.01563468916411037,6.407813589812194
2000-08-31,2104.429931640625,2104.429931640625,2104.429931640625,2104.429931640625,2104.429931640625,0,0.06211387491366227,6.8058277215998535
2000-09-30,1993.3299560546875,1993.3299560546875,1993.3299560546875,1993.3299560546875,1993.3299560546875,0,-0.05279338309892001,6.446525051388183
